Game step;Thinking time(ms);Search time(ms);Iterations;Visited nodes;Added nodes;Memorized states;Iterations/second;Nodes/second;Chosen move;Move score sum;Move visits;Avg move score;Avg search score [ white red ];
0;4990;4987;95742;1614842.0;93708;0;19198.315620613594;323810.3067976739;null;-1;-1;-1;[ 37.866349146664994 62.133650853335006 ];
1;14990;14986;263506;4819364.0;255327;0;17583.477912718536;321591.0850126785;noop;1.696235E7;263506;64.37177901072461;[ 35.628220989275384 64.37177901072461 ];
2;10000;9984;165939;3169481.0;152617;0;16620.49278846154;317456.0296474359;( drop 5 );1.545215E7;224254;68.9046795151926;[ 29.79558753517859 70.20441246482142 ];
3;10000;9969;154193;3203163.0;132385;0;15467.248470257799;321312.3683418598;noop;2.5494E7;378446;67.36496091912717;[ 34.874151226060846 65.12584877393915 ];
4;10000;9957;179392;3186363.0;160095;0;18016.671688259517;320012.35311840917;( drop 4 );1.321615E7;197462;66.93009287862981;[ 33.70077818408848 66.29922181591152 ];
5;10000;9964;175103;3143465.0;153331;0;17573.56483340024;315482.2360497792;noop;2.523745E7;372564;67.73990509013217;[ 31.347264181653085 68.65273581834691 ];
6;10665;10626;159087;2960359.0;139071;0;14971.485036702428;278595.8027479767;( drop 2 );1.813275E7;284048;63.836921928688106;[ 38.20048149754537 61.79951850245463 ];
7;10000;9964;157474;3517501.0;128903;0;15804.295463669208;353020.97551184264;noop;2.654835E7;441521;60.12930302295927;[ 46.55816198229549 53.44183801770451 ];
8;10000;9962;174169;3409128.0;145942;0;17483.33667938165;342213.21019875526;( drop 2 );7107700.0;128019;55.52066490130371;[ 44.454811131716895 55.545188868283105 ];
9;10000;9969;150482;4116891.0;49549;0;15094.99448289698;412969.30484501953;noop;1.539905E7;278498;55.293215750202876;[ 44.90138355417924 55.09861644582076 ];
10;10000;9971;151898;4137403.0;58349;0;15233.978537759502;414943.6365459834;( drop 4 );1.80033E7;344006;52.33426161171607;[ 46.525299872282716 53.474700127717284 ];
11;10000;9974;179836;3875178.0;98790;0;18030.479246039704;388527.97272909567;noop;2.79622E7;523841;53.37917421507671;[ 44.621766498365176 55.378233501634824 ];
12;10000;9983;207237;3268614.0;180675;0;20758.99028348192;327418.0106180507;( drop 5 );2883850.0;64790;44.51072696403766;[ 56.49401409979878 43.50598590020122 ];
13;10000;9976;209180;3313368.0;150460;0;20968.32397754611;332133.92141138733;noop;9908850.0;273970;36.16764609263788;[ 66.41648341141601 33.583516588584 ];
14;10000;9969;200084;3569043.0;114526;0;20070.618918647808;358014.1438459224;( drop 2 );6978350.0;216904;32.172527938627226;[ 69.27315527478459 30.72684472521541 ];
15;10000;9966;209860;3767757.0;99706;0;21057.595825807748;378061.1077664058;noop;1.4062E7;426763;32.950372923613344;[ 66.24535404555418 33.75464595444582 ];
16;10000;9971;199590;3355818.0;101375;0;20017.04944338582;336557.8176712466;( drop 2 );1946100.0;60826;31.99454180777957;[ 71.59201362793728 28.40798637206273 ];
17;10000;9971;222615;4123056.0;63691;0;22326.246113729816;413504.7638150637;noop;7202950.0;283440;25.412609370589895;[ 76.3859128989511 23.614087101048895 ];
18;10000;9978;309328;3925732.0;77603;0;31001.002204850673;393438.765283624;( drop 5 );1947300.0;140309;13.878653543250968;[ 87.06664123519371 12.93335876480629 ];
19;10000;9976;471607;4288177.0;6066;0;47274.15797914996;429849.3384121893;noop;2953700.0;612054;4.825881376479853;[ 97.87216898816175 2.127831011838247 ];
20;10000;9984;587861;4083973.0;2766;0;58880.30849358974;409051.7828525641;( drop 7 );1080750.0;387958;2.7857396934719736;[ 98.68659427994032 1.313405720059674 ];
21;10000;9989;815081;4218136.0;3491;0;81597.85764340775;422278.1059165082;noop;2098750.0;1203038;1.744541735173785;[ 98.75104437473085 1.248955625269145 ];
22;10000;9996;803760;3856257.0;7146;0;80408.16326530612;385780.01200480195;( drop 7 );566300.0;266332;2.1262934983404174;[ 98.25333432865531 1.74666567134468 ];
23;10000;9997;802753;4089602.0;1500;0;80299.38981694508;409082.92487746326;noop;1715800.0;1069084;1.6049253379528643;[ 98.56805268868506 1.4319473113149375 ];
24;10000;9997;520104;4294369.0;7511;0;52026.007802340704;429565.7697309193;( drop 3 );2373250.0;480417;4.939979226380415;[ 95.96138464614769 4.038615353852307 ];
25;9999;9997;582517;4302550.0;876;0;58269.18075422627;430384.11523457034;noop;3461750.0;1062960;3.256707684202604;[ 98.13499005179249 1.8650099482075202 ];
26;10000;9998;634227;4081758.0;353;0;63435.387077415486;408257.4514902981;( drop 7 );1363100.0;576137;2.3659303255996402;[ 98.58205342881965 1.4179465711803503 ];
27;10000;9997;699087;4258887.0;307;0;69929.6789036711;426016.50495148543;noop;2018200.0;1275223;1.5826251565412481;[ 99.06277759420502 0.9372224057949868 ];
28;10000;9998;743441;3982306.0;299;0;74358.97179435888;398310.26205241046;( drop 1 );422700.0;408898;1.0337541391740728;[ 99.56634083942102 0.4336591605789834 ];
29;10000;9998;1030135;3992584.0;24;0;103034.10682136427;399338.2676535307;noop;518600.0;1439031;0.3603813955363019;[ 99.90690540560217 0.09309459439782164 ];
30;10000;9998;1220475;3718951.0;40;0;122071.91438287658;371969.49389877974;( drop 3 );41300.0;487480;0.08472142446869615;[ 99.95354267805567 0.046457321944324954 ];
31;10000;9999;1484266;3957641.0;4;0;148441.44414441445;395803.6803680368;noop;707600.0;2024127;0.3495828077981273;[ 99.56038877128493 0.4396112287150686 ];
