Game step;Thinking time(ms);Search time(ms);Iterations;Visited nodes;Added nodes;Memorized states;Iterations/second;Nodes/second;Chosen move;Move score sum;Move visits;Avg move score;Avg search score [ white red ];
0;4990;4988;91560;1565905.0;87765;0;18356.0545308741;313934.4426623897;null;-1;-1;-1;[ 67.63652249890782 32.36347750109218 ];
1;14990;14988;258052;4594176.0;244286;0;17217.240459033892;306523.6188951161;( drop 2 );9000200.0;127035;70.84819144330302;[ 68.82295041309503 31.177049586904964 ];
2;10000;9985;156960;3142162.0;148714;0;15719.579369053581;314688.2323485228;noop;1.997315E7;283994;70.32947879180546;[ 69.9092125382263 30.0907874617737 ];
3;10000;9967;168473;3018706.0;161810;0;16903.080164542993;302870.07123507577;( drop 4 );1.44218E7;189583;76.07116671853488;[ 76.2792851079995 23.720714892000498 ];
4;10000;9956;141540;2646081.0;131786;0;14216.552832462836;265777.52109280834;noop;2.51739E7;331122;76.02605686121731;[ 75.96509820545428 24.03490179454571 ];
5;10000;9956;160183;2992798.0;145157;0;16089.092004821214;300602.4507834472;( drop 4 );2.08692E7;264928;78.77310061601642;[ 80.93992496082606 19.060075039173945 ];
6;10000;9965;156157;3116742.0;136824;0;15670.546914199698;312768.8911189162;noop;3.328365E7;421084;79.04278006288531;[ 79.50043866109108 20.49956133890892 ];
7;10000;9938;173185;3083892.0;159678;0;17426.544576373515;310313.1414771584;( drop 2 );1.6272E7;203814;79.83749889605228;[ 78.08788289978925 21.912117100210757 ];
8;10000;9959;163214;3075010.0;144118;0;16388.593232252235;308766.94447233656;noop;2.8422E7;367934;77.24754983230689;[ 73.9535211440195 26.046478855980492 ];
9;10000;9954;177133;3036089.0;158618;0;17795.157725537472;305011.95499296766;( drop 6 );1.453875E7;186313;78.03400728880969;[ 77.38422541254312 22.615774587456883 ];
10;10000;9961;170474;3169771.0;151176;0;17114.145166147977;318218.1507880735;noop;2.754025E7;356821;77.1822566496927;[ 76.2485774956885 23.751422504311506 ];
11;10000;9959;165469;3196957.0;143991;0;16615.021588512904;321011.8485791746;( drop 6 );2.182945E7;301777;72.33636095527493;[ 70.56639007910847 29.433609920891527 ];
12;10000;9960;143616;3016789.0;100733;0;14419.277108433735;302890.4618473896;noop;3.230205E7;445393;72.52482638927869;[ 72.9208444741533 27.0791555258467 ];
13;10000;9946;172647;3249421.0;143165;0;17358.435551980696;326706.314096119;( drop 4 );3.56473E7;479016;74.41776475107304;[ 80.42798311004535 19.572016889954647 ];
14;10000;9967;182356;3342490.0;157986;0;18295.976723186515;335355.67372328683;noop;4.861305E7;661371;73.50344965231315;[ 71.10185571080743 28.89814428919257 ];
15;10025;9989;183015;3347253.0;147917;0;18321.65381920112;335093.903293623;( drop 2 );1.21834E7;174306;69.89661859029523;[ 69.48638089774062 30.513619102259376 ];
16;10000;9963;184818;3483668.0;134916;0;18550.436615477265;349660.54401284753;noop;2.64555E7;360821;73.32028900756885;[ 76.48524494367432 23.514755056325683 ];
17;10000;9959;219645;3105734.0;181007;0;22054.9251932925;311851.9931720052;( drop 7 );1.868375E7;221886;84.20427606969345;[ 84.22295067039997 15.777049329600036 ];
18;10000;9954;215641;3166303.0;148064;0;21663.753265019088;318093.53023909987;noop;3.654765E7;437511;83.53538539602432;[ 82.8464902314495 17.153509768550506 ];
19;10000;9959;230082;3386083.0;114305;0;23102.921980118484;340002.30946882215;( drop 5 );3.091755E7;369255;83.72953649916724;[ 84.38491494336802 15.615085056631983 ];
20;10000;9966;243388;3513186.0;94233;0;24421.834236403774;352517.1583383504;noop;5.116695E7;612609;83.52301386365528;[ 83.20747119825135 16.79252880174865 ];
21;10000;9961;262774;3591130.0;47101;0;26380.283104106013;360519.024194358;( drop 7 );3.923275E7;438664;89.43690387175606;[ 93.72198162679717 6.278018373202828 ];
22;10000;9974;294335;3669915.0;19826;0;29510.226589131744;367948.16522959695;noop;6.78412E7;732998;92.55304925797887;[ 97.19724123872459 2.8027587612754177 ];
23;10000;9974;455725;4148881.0;637;0;45691.297373170244;415969.62101463805;( drop 5 );6.54929E7;671445;97.54023039861791;[ 99.64934993691371 0.3506500630862911 ];
24;10000;9990;489605;3924841.0;567;0;49009.50950950951;392876.97697697696;noop;1.143114E8;1161049;98.45527622003895;[ 99.7101745284464 0.28982547155359933 ];
25;10000;9989;655744;4324794.0;181;0;65646.61127239963;432955.651216338;( drop 4 );7.77775E7;779345;99.79854878134844;[ 99.91551581104821 0.08448418895178607 ];
26;10000;9998;724294;4129460.0;83;0;72443.88877775555;413028.60572114424;noop;1.501867E8;1503661;99.88069119302821;[ 99.96962559402674 0.030374405973265 ];
27;10000;9998;764704;4290347.0;45;0;76485.69713942788;429120.524104821;( drop 2 );1.174781E8;1175466;99.94172523918174;[ 99.98469996233837 0.015300037661631167 ];
