Game step;Thinking time(ms);Search time(ms);Iterations;Visited nodes;Added nodes;Memorized states;Iterations/second;Nodes/second;Chosen move;Move score sum;Move visits;Avg move score;Avg search score [ white red ];
0;4980;4970;86165;1418580.0;80578;0;17337.02213279678;285428.5714285714;null;-1;-1;-1;[ 67.84425230662102 32.155747693378984 ];
1;14980;14969;270621;4722724.0;240497;0;18078.76277640457;315500.300621284;( drop 4 );1.70481E7;246327;69.20922188797817;[ 68.71362532841133 31.28637467158868 ];
2;10000;9974;177854;3187762.0;132613;0;17831.76258271506;319607.1786645278;noop;2.98805E7;424180;70.44297232307039;[ 72.15187738257222 27.848122617427777 ];
3;10000;9964;189852;3300337.0;161087;0;19053.793657165796;331226.11401043757;( drop 6 );2833200.0;39509;71.71024323571844;[ 70.56101594926574 29.438984050734256 ];
4;10000;9950;181136;3304586.0;158576;0;18204.623115577888;332119.1959798995;noop;1.554205E7;220644;70.43948623121408;[ 70.16247460471689 29.8375253952831 ];
5;10000;9960;207982;3231775.0;164072;0;20881.726907630524;324475.4016064257;( drop 4 );1.670935E7;205983;81.12004388711689;[ 80.945706840015 19.054293159984997 ];
6;10000;9953;195916;3231610.0;138552;0;19684.115342107907;324687.0290364714;noop;3.37098E7;402175;83.81873562503885;[ 86.67056289430164 13.32943710569836 ];
7;10000;9962;251420;3155637.0;176946;0;25237.90403533427;316767.41618148965;( drop 7 );2.11506E7;235071;89.9753691437906;[ 89.7742820777981 10.225717922201893 ];
8;10000;9963;247938;3108255.0;158312;0;24885.877747666367;311979.8253538091;noop;4.37091E7;483015;90.49222073848638;[ 90.98282635174922 9.017173648250772 ];
9;10000;9953;246195;3413046.0;119262;0;24735.75806289561;342916.3066412137;( drop 4 );1.991565E7;217056;91.75351061477222;[ 91.31237433741546 8.687625662584537 ];
10;10000;9966;204596;3707991.0;62484;0;20529.399959863535;372064.1180012041;noop;3.84579E7;421683;91.20097324293367;[ 90.6149191577548 9.385080842245205 ];
11;10000;9964;2600093;2613713.0;1165;0;260948.71537535125;262315.63629064633;( drop 4 );2.600205E8;2600205;100.0;[ 99.98486592594958 0.015134074050428195 ];
