Game step;Thinking time(ms);Search time(ms);Iterations;Visited nodes;Added nodes;Memorized states;Iterations/second;Nodes/second;Chosen move;Move score sum;Move visits;Avg move score;Avg search score [ white red ];
0;4994;4899;19409;385416.0;18147;0;3961.8289446825884;78672.38211879975;null;-1;-1;-1;[ 62.68741305579886 37.31258694420114 ];
1;4994;-1;-1;-1.0;-1;-1;-1.0;-1.0;( drop 7 );-1.0;-1;-1.0;[ ];
