0;0.connect4.1641846068721;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;1.connect4.1641846214264;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;2.connect4.1641846419485;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;3.connect4.1641846744751;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;4.connect4.1641846869948;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;5.connect4.1641846955084;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;6.connect4.1641847040217;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;7.connect4.1641847185366;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;8.connect4.1641847270482;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;9.connect4.1641847355610;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;10.connect4.1641847440723;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;11.connect4.1641847546149;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;12.connect4.1641847631253;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;13.connect4.1641847736375;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;14.connect4.1641847821498;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;15.connect4.1641847926612;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;16.connect4.1641848011702;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;17.connect4.1641848136832;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;18.connect4.1641848241942;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;19.connect4.1641848327052;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;20.connect4.1641848552234;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;21.connect4.1641848697354;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;22.connect4.1641848782445;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;23.connect4.1641848887549;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;24.connect4.1641849032672;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;25.connect4.1641849117764;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;26.connect4.1641849202867;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;27.connect4.1641849308007;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;28.connect4.1641849453129;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;29.connect4.1641849558226;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;30.connect4.1641849663337;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;31.connect4.1641849788456;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;32.connect4.1641849873560;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;33.connect4.1641849998679;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;34.connect4.1641850123787;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;35.connect4.1641850208934;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;36.connect4.1641850354090;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;37.connect4.1641850499220;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;38.connect4.1641850644358;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;39.connect4.1641850729462;0032A1DGPSWLPPADuctMctsGamer;0.0;SAPPAMctsGamer;100.0;
0;0.connect4.1641850880064;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;1.connect4.1641851015581;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;2.connect4.1641851090996;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;3.connect4.1641851166194;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;4.connect4.1641851261371;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;5.connect4.1641851396576;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;6.connect4.1641851471709;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;7.connect4.1641851546824;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;8.connect4.1641851661960;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;9.connect4.1641851737111;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;10.connect4.1641851872236;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;11.connect4.1641851947343;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;12.connect4.1641852022470;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;13.connect4.1641852117581;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;14.connect4.1641852192704;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;15.connect4.1641852267799;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;16.connect4.1641852342897;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;17.connect4.1641852417992;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;18.connect4.1641852533098;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;19.connect4.1641852628214;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;20.connect4.1641852843425;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;21.connect4.1641852918536;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;22.connect4.1641853013665;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;23.connect4.1641853128777;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;24.connect4.1641853223892;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;25.connect4.1641853298985;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;26.connect4.1641853474128;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;27.connect4.1641853689304;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;28.connect4.1641853764419;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;29.connect4.1641853839525;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;30.connect4.1641854014670;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;31.connect4.1641854089765;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;32.connect4.1641854164857;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
0;33.connect4.1641854320046;SAPPAMctsGamer;100.0;0032A1DGPSWLPPADuctMctsGamer;0.0;
