Game step;Thinking time(ms);Search time(ms);Iterations;Visited nodes;Added nodes;Memorized states;Iterations/second;Nodes/second;Chosen move;Move score sum;Move visits;Avg move score;Avg search score [ white black ];
0;4991;4989;4724;302760.0;4724;0;946.8831429144117;60685.50811785929;null;-1;-1;-1;[ 51.01608806096528 48.98391193903472 ];
1;14992;14989;14229;908450.0;14229;0;949.2961505103742;60607.77903796117;noop;694700.0;14229;48.8228266216881;[ 51.1771733783119 48.8228266216881 ];
2;10001;9998;10198;638552.0;10198;0;1020.00400080016;63867.97359471895;( move 4 7 5 6 );34800.0;682;51.02639296187683;[ 51.26495391253187 48.73504608746813 ];
3;10001;9992;10313;632668.0;10313;0;1032.1257005604484;63317.453963170534;noop;539700.0;10994;49.09041295251956;[ 51.04237370309318 48.95762629690682 ];
4;10001;9996;10482;635617.0;10482;0;1048.6194477791116;63587.13485394158;( move 3 7 3 6 );70100.0;1349;51.964418087472204;[ 51.33562297271513 48.66437702728487 ];
5;10001;9997;10558;628981.0;10558;0;1056.1168350505152;62916.975092527755;noop;589800.0;11908;49.52972791400739;[ 50.79560522826293 49.20439477173707 ];
6;10000;9996;10613;629618.0;10613;0;1061.7246898759504;62986.99479791917;( move 3 8 3 7 );36900.0;703;52.48933143669986;[ 49.91048713841515 50.08951286158485 ];
7;10001;9996;10944;637208.0;10944;0;1094.8379351740696;63746.29851940776;noop;579000.0;11647;49.71237228470851;[ 50.47514619883041 49.52485380116959 ];
8;10000;9996;11016;635324.0;11016;0;1102.0408163265306;63557.8231292517;( move 3 6 4 5 );79000.0;1459;54.14667580534613;[ 49.47349310094408 50.52650689905592 ];
9;9999;9995;11327;630553.0;11327;0;1133.2666333166583;63086.84342171086;noop;683400.0;12786;53.44908493664946;[ 46.64076984197051 53.35923015802949 ];
10;10000;9996;11647;636243.0;11647;0;1165.1660664265705;63649.75990396158;( move 4 5 5 4 );91600.0;1643;55.75167376749848;[ 46.5527603674766 53.4472396325234 ];
11;10001;9997;12143;637731.0;12143;0;1214.6643993197958;63792.23767130139;noop;715200.0;13785;51.88248095756257;[ 48.64531005517582 51.35468994482418 ];
12;10001;9996;13409;637465.0;13403;0;1341.436574629852;63772.00880352141;( move 5 4 4 3 );186100.0;2927;63.58045780662795;[ 40.614512640763664 59.385487359236336 ];
13;10000;9996;11958;620460.0;11945;0;1196.2785114045619;62070.82833133253;noop;795700.0;14886;53.452908773344085;[ 49.021575514300054 50.978424485699946 ];
14;10001;9996;14748;641835.0;14305;0;1475.390156062425;64209.183673469386;( move 5 6 6 5 );72600.0;1121;64.7636039250669;[ 38.11364252780038 61.88635747219962 ];
15;10000;9996;13471;647654.0;13459;0;1347.6390556222489;64791.316526610644;noop;816400.0;14593;55.94463098745974;[ 44.79251725929775 55.20748274070225 ];
16;10000;9996;15384;642238.0;14918;0;1539.015606242497;64249.49979991997;( move 6 7 6 6 );40800.0;637;64.05023547880691;[ 37.33749349973999 62.66250650026001 ];
17;10000;9996;13632;642431.0;13621;0;1363.7454981992796;64268.80752300921;noop;777700.0;14268;54.506588169329966;[ 45.943368544600936 54.056631455399064 ];
18;10001;9996;15298;642521.0;14707;0;1530.4121648659464;64277.81112444978;( move 6 5 6 4 );41200.0;647;63.678516228748066;[ 38.286050464112954 61.713949535887046 ];
19;10000;9995;14813;648658.0;14806;0;1482.041020510255;64898.24912456228;noop;892800.0;15459;57.752765379390645;[ 42.503206642813744 57.496793357186256 ];
20;10001;9995;18065;657871.0;17137;0;1807.4037018509255;65820.0100050025;( move 6 4 7 3 );334200.0;4775;69.98952879581152;[ 32.70412399667866 67.29587600332134 ];
21;10001;9994;15393;656569.0;15070;0;1540.2241344806885;65696.31779067441;noop;1187100.0;20167;58.86348985967174;[ 44.58520106541935 55.41479893458065 ];
22;10000;9995;166516;911328.0;30050;0;16659.92996498249;91178.3891945973;( move 7 3 6 2 );1.58795E7;159804;99.36860153688268;[ 1.2419226981190996 98.7580773018809 ];
23;10000;9993;281187;924982.0;21623;0;28138.39687781447;92562.9940958671;noop;4.38505E7;440990;99.43649515862037;[ 0.5249175815382646 99.47508241846174 ];
24;10000;9992;708591;1120969.0;25064;0;70915.8326661329;112186.64931945557;( move 6 2 5 1 );3.49063E7;349063;100.0;[ 0.2232599623760392 99.77674003762397 ];
