Game step;Thinking time(ms);Search time(ms);Iterations;Visited nodes;Added nodes;Memorized states;Iterations/second;Nodes/second;Chosen move;Move score sum;Move visits;Avg move score;Avg search score [ white red ];
0;4997;4989;27912;594215.0;27588;0;5594.708358388455;119105.03106835038;null;-1;-1;-1;[ 56.34494124390943 43.65505875609057 ];
1;14997;14989;89169;1979771.0;87042;0;5948.962572553206;132081.59316832342;noop;3974550.0;89169;44.57322612118561;[ 55.42677387881439 44.57322612118561 ];
2;10000;9994;66128;1383308.0;60339;0;6616.7700620372225;138413.84830898538;( drop 4 );3421900.0;60796;56.28495295743141;[ 44.63994072102589 55.36005927897411 ];
3;10000;9980;66851;1435601.0;59279;0;6698.496993987976;143847.79559118237;noop;7204050.0;127646;56.43772621155383;[ 43.42268627245666 56.57731372754334 ];
4;10000;9980;80324;1481456.0;69249;0;8048.496993987976;148442.4849699399;( drop 4 );4888550.0;76804;63.64967970418208;[ 37.541083611373935 62.458916388626065 ];
5;10000;9983;83158;1572309.0;69071;0;8329.960933587097;157498.64770109186;noop;1.045795E7;159961;65.37812341758304;[ 33.026287308497075 66.97371269150293 ];
6;10000;9981;99245;1765232.0;70403;0;9943.392445646728;176859.23254182946;( drop 4 );7979950.0;98509;81.00731912820149;[ 19.795455690462994 80.204544309537 ];
7;10000;9984;116144;2422028.0;65737;0;11633.01282051282;242590.9455128205;noop;1.742125E7;214652;81.16043642733355;[ 18.71039399366304 81.28960600633697 ];
8;10000;9982;113414;2240069.0;61934;0;11361.851332398317;224410.83951112002;( drop 2 );2.391915E7;297648;80.36052652797936;[ 18.16354241980708 81.83645758019293 ];
9;10000;9986;103899;2028829.0;67410;0;10404.466252753855;203167.33426797515;noop;3.1934E7;401546;79.52762572656682;[ 22.85825657609794 77.14174342390206 ];
10;10000;9982;117552;1909341.0;72526;0;11776.39751552795;191278.40112201963;( drop 3 );1.00008E7;114064;87.67709356150932;[ 12.849632503062475 87.15036749693752 ];
11;10000;9979;125916;2172122.0;68782;0;12618.098005812206;217669.30554163744;noop;2.12523E7;240016;88.5453469768682;[ 10.669811620445376 89.33018837955463 ];
12;10000;9981;5409641;5452903.0;3551;0;541993.8883879371;546328.323815249;( drop 1 );5.405484E8;5405484;100.0;[ 0.012570150218840769 99.98742984978117 ];
