Game step;Thinking time(ms);Search time(ms);Iterations;Visited nodes;Added nodes;Memorized states;Iterations/second;Nodes/second;Chosen move;Move score sum;Move visits;Avg move score;Avg search score [ white red ];
0;4989;4987;30131;609022.0;28537;0;6041.908963304592;122121.91698415882;null;-1;-1;-1;[ 64.13826291858882 35.86173708141117 ];
1;14989;14987;96207;1989244.0;87332;0;6419.363448321879;132731.300460399;( drop 4 );5859900.0;90923;64.44903929698756;[ 63.851902668205014 36.148097331794986 ];
2;10000;9994;67339;1373591.0;60680;0;6737.942765659395;137441.5649389634;noop;1.048035E7;158261;66.2219371797221;[ 68.61625506764283 31.383744932357178 ];
3;10000;9982;83450;1716456.0;66710;0;8360.0480865558;171955.11921458624;( drop 4 );9709050.0;137285;70.72185599300725;[ 71.60635110844817 28.393648891551827 ];
4;10000;9982;89883;2127203.0;64506;0;9004.508114606291;213103.88699659388;noop;1.57601E7;227167;69.37671404737483;[ 67.32251927505757 32.67748072494243 ];
5;10000;9983;93825;2278476.0;61525;0;9398.477411599719;228235.6005208855;( drop 4 );1.90424E7;277985;68.50153785276184;[ 70.2019717559286 29.79802824407141 ];
6;10000;9982;97822;2414705.0;56115;0;9799.839711480665;241905.93067521538;noop;2.551685E7;375806;67.89899575844984;[ 66.18603177199402 33.81396822800597 ];
7;10000;9982;88561;2091197.0;50845;0;8872.069725505911;209496.7942296133;( drop 3 );2.24092E7;341661;65.58899025642377;[ 57.603233929156175 42.396766070843825 ];
8;10000;9984;113081;2425617.0;63027;0;11326.221955128205;242950.42067307694;noop;2.97452E7;454777;65.40612212139136;[ 64.85439640611597 35.14560359388403 ];
9;10000;9985;98139;2113972.0;74282;0;9828.64296444667;211714.77215823735;( drop 5 );3.25568E7;507447;64.15803029676006;[ 64.27159437124894 35.728405628751055 ];
10;10000;9983;131779;2421231.0;73473;0;13200.340578984273;242535.41019733547;noop;4.24879E7;639333;66.45660399197288;[ 75.30638417350261 24.693615826497393 ];
11;10000;9977;133044;2673464.0;70133;0;13335.070662523805;267962.71424275835;( drop 5 );2.51444E7;362691;69.32733373587985;[ 68.65623402784041 31.343765972159588 ];
