Game step;Thinking time(ms);Search time(ms);Iterations;Visited nodes;Added nodes;Memorized states;Iterations/second;Nodes/second;Chosen move;Move score sum;Move visits;Avg move score;Avg search score [ white red ];
0;4990;4987;29017;589241.0;27544;0;5818.528173250451;118155.40405053138;null;-1;-1;-1;[ 63.748836888720405 36.251163111279595 ];
1;14990;14987;93273;1929538.0;85218;0;6223.593781277107;128747.44778808301;( drop 4 );5336000.0;85918;62.10572871808003;[ 61.37949889035412 38.62050110964588 ];
2;10000;9994;65158;1374920.0;59235;0;6519.711827096257;137574.5447268361;noop;9005050.0;151075;59.60648684428264;[ 56.31158107983671 43.68841892016329 ];
3;10000;9984;57496;1214163.0;50877;0;5758.8141025641025;121610.87740384616;( drop 4 );7809150.0;136381;57.259808917664486;[ 54.92469041324614 45.07530958675386 ];
4;10000;9987;67379;1429985.0;60135;0;6746.670671873436;143184.64003204164;noop;1.144285E7;203759;56.15874636212388;[ 53.93074993692397 46.06925006307603 ];
5;10000;9984;77411;1496310.0;66830;0;7753.505608974359;149870.79326923078;( drop 4 );5231100.0;77780;67.25507842633067;[ 66.15855627753162 33.841443722468384 ];
6;10000;9982;88952;1762853.0;71081;0;8911.240232418353;176603.18573432177;noop;1.144445E7;166731;68.64020488091596;[ 69.85059357855923 30.149406421440776 ];
7;10000;9979;111720;1972727.0;78847;0;11195.510572201623;197687.84447339413;( drop 5 );7564050.0;105422;71.75020394225115;[ 70.8140887934121 29.1859112065879 ];
8;10000;9984;128203;1970273.0;87122;0;12840.845352564103;197343.04887820513;noop;1.630225E7;233624;69.77985994589596;[ 68.15909144091792 31.84090855908208 ];
9;10000;9979;120487;1716918.0;86964;0;12074.055516584827;172053.11153422185;( drop 1 );4790050.0;69964;68.46449602652793;[ 67.51226273373891 32.48773726626109 ];
10;10000;9982;134262;2176360.0;84553;0;13450.410739330795;218028.4512121819;noop;1.41594E7;204225;69.33235402130003;[ 69.78407889052748 30.215921109472525 ];
11;10000;9977;128998;2122133.0;68171;0;12929.537937255687;212702.5157863085;( drop 3 );2.05032E7;291514;70.33350027785973;[ 74.70232096621653 25.29767903378347 ];
12;10000;9980;138239;2402305.0;75035;0;13851.603206412825;240711.9238476954;noop;2.98142E7;429775;69.37164795532546;[ 67.34640730908065 32.653592690919346 ];
13;10000;9978;138425;2302734.0;77227;0;13873.020645419923;230781.11846061336;( drop 2 );3.43603E7;527640;65.12072625274809;[ 57.8869423875745 42.1130576124255 ];
14;10000;9977;135455;2161968.0;81933;0;13576.726470883032;216695.1989576025;noop;4.352775E7;663109;65.64192312274453;[ 67.67450444797166 32.32549555202835 ];
15;10000;9978;189394;2234817.0;102419;0;18981.158548807376;223974.4437763079;( drop 7 );1.301275E7;172258;75.5422099409026;[ 74.4318721818009 25.5681278181991 ];
16;10015;9987;219063;2688190.0;75292;0;21934.81525983779;269168.91959547414;noop;3.120215E7;391887;79.62027319099639;[ 82.85493214280824 17.145067857191766 ];
17;10000;9970;366840;3645095.0;12866;0;36794.383149448346;365606.3189568706;( drop 7 );4.194945E7;440528;95.22538862455961;[ 98.22674735579544 1.7732526442045577 ];
18;10000;9984;452804;3577650.0;8359;0;45352.96474358974;358338.3413461539;noop;8.67565E7;893331;97.11573873513849;[ 98.95484580524906 1.0451541947509297 ];
19;10000;9985;496247;3860305.0;6157;0;49699.24887330997;386610.41562343517;( drop 5 );1.1022735E8;1120996;98.32983346952174;[ 99.1964686940173 0.8035313059827062 ];
20;10000;9995;585512;3864892.0;5565;0;58580.490245122564;386682.5412706353;noop;1.6840865E8;1706507;98.68617591372318;[ 99.36841601880064 0.6315839811993605 ];
21;10000;9995;610275;4014671.0;4543;0;61058.02901450725;401667.9339669835;( drop 2 );1.084096E8;1094468;99.05232496518856;[ 99.31620990537053 0.6837900946294703 ];
22;10000;9997;731388;3901753.0;4047;0;73160.74822446734;390292.3877163149;noop;1.812747E8;1826032;99.27246619993517;[ 99.60308345228525 0.39691654771475604 ];
23;10000;9996;781724;4307771.0;3661;0;78203.68147258903;430949.4797919168;( drop 7 );1.109292E8;1111732;99.78052264394657;[ 99.63375820622112 0.3662417937788785 ];
24;10000;9997;931573;4235448.0;2627;0;93185.25557667301;423671.9015704711;noop;2.1231935E8;2128391;99.75580144813617;[ 99.79405800726299 0.20594199273701577 ];
25;10000;9998;869391;4345938.0;3355;0;86956.49129825966;434680.73614722944;( drop 1 );1.218625E8;1221040;99.80221778156326;[ 99.62778542681026 0.37221457318973855 ];
26;10000;9998;1038941;4223689.0;1100;0;103914.88297659531;422453.3906781356;noop;2.270724E8;2274393;99.83868223301778;[ 99.89190916519803 0.10809083480197625 ];
27;10000;9998;1213706;4759865.0;844;0;121394.87897579516;476081.71634326864;( drop 3 );1.565349E8;1566256;99.94209120348143;[ 99.90862696567373 0.09137303432627011 ];
28;10000;9998;1278829;4230293.0;311;0;127908.48169633927;423113.9227845569;noop;2.843607E8;2845128;99.9465401908104;[ 99.95316027396939 0.04683972603061082 ];
29;10000;9998;1512856;4689267.0;204;0;151315.86317263453;469020.50410082017;( drop 3 );7.36212E7;736212;100.0;[ 99.97349384211056 0.02650615788944883 ];
