Game step;Thinking time(ms);Search time(ms);Iterations;Visited nodes;Added nodes;Memorized states;Iterations/second;Nodes/second;Chosen move;Move score sum;Move visits;Avg move score;Avg search score [ white red ];
0;4990;4988;82086;1545409.0;79410;0;16456.696070569367;309825.38091419404;null;-1;-1;-1;[ 39.073045342689376 60.926954657310624 ];
1;14990;14988;240748;4781095.0;227629;0;16062.716840138777;318994.86255671206;noop;1.55828E7;240748;64.72660209015235;[ 35.27339790984764 64.72660209015235 ];
2;10000;9985;159004;3182646.0;151127;0;15924.286429644466;318742.71407110663;( drop 5 );1.709255E7;256907;66.53205245477936;[ 31.800457850116977 68.19954214988302 ];
3;10000;9970;157643;3239428.0;141659;0;15811.735205616851;324917.5526579739;noop;2.732935E7;414549;65.92549975998013;[ 35.062768407097046 64.93723159290295 ];
4;10000;9955;173434;3151207.0;149542;0;17421.79809141135;316545.1531893521;( drop 2 );1.49214E7;204104;73.10684748951515;[ 28.230335459021877 71.76966454097813 ];
5;10000;9961;181274;3232948.0;147788;0;18198.373657263328;324560.58628651744;noop;2.735055E7;385387;70.96905188810209;[ 31.43721658925163 68.56278341074837 ];
6;10000;9962;198805;3075363.0;146504;0;19956.334069463963;308709.39570367394;( drop 3 );1.09689E7;138240;79.34678819444444;[ 22.060813359824955 77.93918664017505 ];
7;10000;9963;191908;3207635.0;133000;0;19262.069657733613;321954.7325102881;noop;2.46762E7;330153;74.74171066142061;[ 28.575150592992475 71.42484940700753 ];
8;10000;9957;187330;3546306.0;87990;0;18813.89976900673;356162.09701717383;( drop 3 );2.102365E7;277920;75.64640903857224;[ 23.583782629584157 76.41621737041585 ];
9;10000;9972;179809;3619403.0;75975;0;18031.387886081025;362956.5784195748;noop;3.403015E7;457728;74.34579051314317;[ 27.664911100111784 72.33508889988822 ];
10;10000;9969;213539;3285534.0;135628;0;21420.302939111243;329575.0827565453;( drop 3 );1.644105E7;193892;84.79488581272048;[ 16.540069963800523 83.45993003619948 ];
11;10000;9978;212934;3376887.0;120897;0;21340.348767288033;338433.2531569453;noop;3.449065E7;405810;84.99211453635938;[ 14.870805038180844 85.12919496181915 ];
12;10000;9973;2496587;2503471.0;804;0;250334.603429259;251024.86714128146;( drop 3 );2.496324E8;2496324;100.0;[ 0.010734654950939022 99.98926534504906 ];
